Rainfall (mm),River Level (m),Soil Moisture (%),Humidity (%),Temperature (°C),Wind Speed (km/h),Flood
54.7,3.89,39.0,94.8,18.6,8.2,0
17.7,3.92,58.1,89.3,27.4,26.7,0
39.4,2.03,20.1,75.8,25.1,17.8,0
28.8,4.13,49.8,55.8,20.8,12.4,0
60.8,2.26,66.3,83.0,24.1,8.5,0
14.3,1.86,18.5,53.5,26.8,3.8,0
5.6,2.63,69.8,74.2,33.2,19.2,0
17.0,0.39,55.3,79.2,20.5,17.1,0
93.0,2.45,49.8,92.3,17.8,14.1,0
88.4,0.0,24.7,76.1,27.6,15.9,0
22.6,3.51,63.7,73.5,21.3,17.2,0
47.5,0.56,53.2,63.1,29.3,11.5,0
50.7,2.49,7.5,52.4,29.7,21.5,0
13.5,4.73,54.4,52.4,30.0,16.3,0
29.4,2.61,30.9,65.4,25.0,17.8,0
42.6,0.0,36.0,81.5,27.2,14.9,0
4.3,2.69,52.0,37.0,27.1,17.2,0
54.5,2.12,59.1,75.5,22.5,19.2,0
70.9,3.9,71.3,86.8,28.2,11.7,0
58.9,2.33,32.9,64.2,27.2,20.3,0
82.8,4.17,50.7,16.6,34.8,19.1,0
68.4,3.15,12.8,58.1,28.6,17.2,0
91.6,3.81,57.8,60.5,22.6,19.6,0
6.3,2.36,42.1,60.9,35.0,17.2,0
36.5,4.43,60.6,44.0,16.7,11.4,0
20.5,1.73,46.3,60.1,21.3,21.4,0
6.6,0.0,39.2,84.8,22.1,14.4,0
44.7,0.86,44.7,35.0,26.7,25.2,0
95.0,2.68,6.1,62.7,21.4,14.5,0
30.5,2.91,64.7,62.0,19.5,18.5,0
63.7,2.73,66.1,70.5,22.9,22.1,0
115.2,4.33,66.6,79.6,23.2,14.0,0
40.7,2.78,47.9,63.8,19.8,10.7,0
103.0,2.99,72.8,90.3,24.8,13.1,0
96.2,3.97,35.8,55.4,27.9,16.9,0
62.3,0.0,30.2,92.1,23.6,20.5,0
16.3,3.58,64.3,62.3,30.9,15.6,0
6.2,4.47,38.9,49.2,39.0,14.1,0
27.3,3.58,82.9,44.5,27.9,18.8,0
34.7,2.97,73.5,75.5,29.8,6.8,0
40.7,3.7,50.9,54.0,20.3,20.8,0
76.4,0.0,26.1,71.1,23.3,12.8,0
26.3,2.31,36.1,76.5,22.7,14.3,0
77.8,0.55,46.2,51.3,26.5,19.9,0
144.5,3.07,100.0,74.5,30.1,11.3,0
43.4,0.99,54.8,45.4,21.4,8.4,0
57.9,3.77,64.1,50.6,29.0,19.1,0
138.6,1.88,33.3,75.3,27.4,9.8,0
85.0,0.57,51.8,75.5,33.1,17.2,0
27.1,1.08,34.6,65.1,31.8,13.6,0
152.1,0.53,38.4,57.9,15.3,13.4,0
56.9,2.45,14.3,66.4,24.8,19.6,0
29.8,3.42,56.2,72.6,19.8,17.9,0
10.0,1.53,64.4,57.7,24.8,8.6,0
26.6,0.31,20.4,53.4,25.4,13.5,0
55.1,2.48,26.3,64.4,23.2,19.8,0
20.5,2.45,20.9,85.5,24.0,17.5,0
23.5,1.75,50.2,51.5,30.7,10.7,0
119.1,1.32,48.7,73.2,24.2,27.4,0
57.6,4.42,67.2,87.9,22.0,17.7,0
11.9,1.61,26.9,58.1,27.9,6.6,0
80.3,0.34,42.5,88.0,23.3,16.9,0
6.2,2.37,34.7,25.7,19.0,16.5,0
55.1,3.29,63.0,51.8,29.2,18.8,0
50.1,3.19,49.6,79.4,25.2,5.3,0
200.5,0.1,38.7,45.1,32.0,18.7,0
99.9,4.33,34.0,78.0,26.2,21.3,0
48.0,2.82,57.2,70.8,26.5,4.2,0
89.4,3.36,72.0,81.3,21.1,25.0,0
6.9,6.48,56.7,44.2,26.7,9.9,0
49.6,3.64,43.1,75.5,33.1,15.8,0
28.7,3.36,22.2,60.9,32.2,15.9,0
54.1,2.16,75.7,81.1,22.6,11.9,0
5.9,2.49,49.9,55.2,27.4,8.3,0
78.7,0.69,64.6,58.4,30.8,13.7,0
68.7,2.63,64.7,80.7,26.9,8.6,0
102.2,4.94,70.2,68.8,25.2,16.2,1
34.5,3.14,80.8,75.2,24.0,18.8,0
80.8,5.85,3.8,71.4,24.0,9.6,0
160.8,3.29,53.2,82.4,31.6,19.2,0
39.0,2.92,73.5,57.6,27.8,20.1,0
13.9,2.29,50.9,52.2,21.9,9.9,0
77.3,5.46,55.4,53.0,25.4,11.1,0
36.2,1.8,50.8,36.9,20.6,16.9,0
19.6,1.41,46.3,67.2,24.9,10.4,0
23.3,1.18,27.6,59.2,24.0,16.0,0
11.9,5.89,39.4,62.7,26.9,18.2,0
19.7,2.72,26.4,38.7,19.5,3.0,0
65.0,2.63,61.1,67.3,25.8,13.7,0
66.8,3.28,59.9,59.8,23.1,15.9,0
25.4,2.12,48.8,78.4,23.8,13.0,0
193.9,1.35,2.7,66.6,32.8,4.5,0
53.3,1.28,42.8,60.8,32.2,11.6,0
62.1,1.23,26.9,73.3,14.1,13.7,0
71.9,0.0,28.9,60.4,24.1,6.7,0
26.8,2.59,54.7,73.7,15.7,15.2,0
92.9,0.16,67.8,74.9,15.5,17.4,0
10.3,3.32,76.8,61.0,27.6,15.9,0
17.6,3.75,56.6,60.6,21.3,10.4,0
27.0,1.6,78.8,86.4,30.9,16.7,0
57.9,3.0,23.9,63.6,22.7,9.9,0
14.9,3.59,32.7,50.0,31.5,13.9,0
16.2,4.76,48.3,69.5,32.5,18.2,0
128.2,1.92,63.0,81.9,29.5,14.7,0
117.3,0.38,59.8,63.3,21.0,12.8,0
14.2,1.14,65.1,56.6,16.2,14.0,0
24.8,0.01,53.5,75.3,24.0,20.3,0
47.1,3.21,51.2,70.4,30.9,14.4,0
75.0,0.0,82.8,60.3,37.3,17.1,0
34.0,1.0,59.2,71.1,20.4,11.9,0
30.7,2.52,52.9,61.8,30.1,8.8,0
107.6,0.88,51.3,99.2,26.4,4.0,0
26.9,1.21,34.8,71.7,31.3,11.4,0
38.7,3.74,64.8,82.9,19.4,7.0,0
69.9,0.82,27.6,62.2,22.6,14.1,0
72.1,1.81,14.0,84.0,23.5,12.4,0
66.9,3.89,85.1,64.9,27.7,18.9,0
64.0,1.94,79.5,74.1,21.0,10.9,0
58.1,6.11,58.9,78.3,18.6,9.6,0
40.7,4.14,57.2,69.5,26.9,21.1,0
92.7,4.22,45.1,57.9,22.8,20.5,0
74.8,0.42,41.1,56.5,34.1,17.2,0
29.9,2.35,13.5,51.3,28.3,17.1,0
39.4,2.07,28.7,29.7,24.0,17.4,0
16.1,1.89,31.2,79.1,26.8,13.6,0
33.5,1.7,51.2,61.0,23.7,4.0,0
18.2,2.3,84.8,78.1,28.4,8.8,0
94.5,0.0,19.3,51.7,25.3,22.5,0
221.3,1.11,62.2,65.1,34.2,20.7,0
16.8,5.02,63.9,65.2,28.3,18.3,0
42.7,1.7,16.4,58.6,32.5,14.0,0
37.5,1.52,21.0,80.5,20.4,10.9,0
5.2,2.4,54.9,79.0,30.3,8.5,0
27.9,2.55,55.9,61.5,19.8,23.8,0
156.6,0.0,74.8,80.6,22.3,21.2,0
55.0,2.71,59.3,80.2,26.7,25.5,0
43.3,3.32,26.1,81.7,35.7,15.4,0
18.4,3.38,50.2,86.7,23.9,19.9,0
85.8,1.09,35.6,77.2,29.6,9.1,0
32.4,4.81,8.7,80.5,18.1,25.5,0
26.4,4.64,64.4,62.8,25.6,14.8,0
79.8,4.51,61.7,61.8,22.1,22.3,0
43.0,3.68,46.7,66.2,26.5,11.1,0
21.0,1.98,83.9,63.5,21.7,19.7,0
84.5,2.51,24.9,71.7,30.9,13.2,0
53.6,4.64,70.1,66.4,32.5,15.5,0
85.2,0.0,35.2,64.4,29.1,17.2,0
44.7,1.4,59.6,92.3,19.0,12.0,0
232.5,3.19,69.2,86.4,30.1,11.2,0
9.9,2.16,33.1,86.6,13.0,11.5,0
215.4,1.9,37.8,52.9,19.9,17.2,0
30.1,4.94,57.5,67.3,32.3,15.0,0
10.5,3.75,29.2,72.0,20.5,24.0,0
57.4,3.94,62.5,70.0,29.0,19.0,0
107.2,1.34,51.5,44.7,25.1,17.2,0
66.4,1.67,57.0,68.8,26.9,16.6,0
8.2,3.1,35.0,56.4,21.8,17.0,0
9.3,3.15,34.0,74.1,28.1,18.1,0
11.5,5.27,21.9,61.7,30.9,20.7,0
27.8,3.06,55.4,42.8,25.7,12.4,0
13.5,4.99,25.8,72.2,19.2,20.6,0
39.2,3.48,43.5,51.9,28.9,8.3,0
6.6,2.16,65.4,86.6,23.6,19.7,0
41.4,1.33,87.3,53.4,29.1,14.8,0
63.8,3.71,56.8,46.2,16.1,14.4,0
107.0,1.95,51.9,64.8,23.0,12.8,0
56.7,2.33,23.2,74.6,18.9,11.3,0
123.0,1.26,40.5,25.4,20.8,10.7,0
56.7,2.51,41.4,82.1,21.2,13.4,0
15.7,3.39,57.9,49.6,32.2,13.5,0
36.0,1.89,43.4,87.3,29.4,18.8,0
26.5,1.43,91.4,47.5,30.9,28.0,0
51.0,2.6,60.0,50.9,34.6,8.6,0
4.7,3.2,64.7,58.7,28.1,16.4,0
115.4,2.49,60.0,91.1,33.7,14.2,0
77.5,5.34,30.1,95.8,27.1,15.0,0
47.7,2.65,38.7,53.2,30.5,24.7,0
224.7,3.28,40.3,44.9,21.6,11.4,0
155.5,3.83,73.8,92.3,28.0,9.4,0
72.2,3.09,70.1,36.7,24.8,19.1,0
49.2,1.05,56.4,51.9,21.0,8.4,0
39.1,1.26,54.6,70.0,26.3,16.3,0
36.7,0.84,63.5,59.4,24.4,22.1,0
25.8,0.52,20.0,50.2,20.2,10.0,0
25.9,2.91,52.7,38.5,27.6,9.7,0
45.6,4.36,20.1,51.7,18.2,19.8,0
101.6,3.58,45.0,69.8,23.9,15.7,0
45.2,3.56,68.1,66.5,27.3,16.9,0
12.9,0.96,30.8,47.5,29.2,18.9,0
37.5,3.24,76.4,70.7,26.4,16.3,0
19.9,3.29,64.7,72.7,20.8,13.0,0
136.1,5.01,51.0,35.5,23.4,14.0,0
5.1,3.01,49.8,59.1,21.9,9.2,0
48.7,5.11,30.5,36.1,22.3,16.7,0
18.1,2.69,26.9,90.4,24.6,10.1,0
39.0,3.17,32.2,74.7,29.6,8.7,0
48.2,4.25,38.5,62.3,18.5,21.4,0
88.8,2.88,57.1,41.4,25.3,16.7,0
33.7,0.23,31.3,52.3,28.1,3.4,0
47.0,1.01,42.0,62.1,22.0,12.9,0
116.0,6.5,65.9,85.3,19.3,8.7,0
115.8,2.65,22.6,72.4,31.1,17.5,0
189.0,3.54,23.5,68.9,28.8,13.5,0
21.2,0.9,46.1,65.5,33.1,17.5,0
191.0,3.01,51.6,72.8,30.9,19.5,0
37.1,4.5,50.0,87.2,17.7,18.9,0
133.1,0.0,74.5,36.9,23.2,17.9,0
86.1,2.81,32.4,71.3,27.4,18.1,0
32.2,2.8,24.7,68.0,26.2,18.0,0
165.8,2.98,11.0,68.6,29.2,23.1,0
123.5,5.68,44.5,75.5,20.0,10.5,0
15.1,2.11,57.0,75.6,32.0,15.1,0
34.4,1.79,58.0,68.9,21.8,8.0,0
78.1,2.24,46.2,61.8,25.5,14.6,0
12.6,6.05,42.4,70.4,19.3,12.4,0
44.3,2.74,53.5,60.5,25.8,10.8,0
101.7,3.37,54.2,69.9,24.9,6.6,0
44.2,0.0,30.2,74.0,20.1,21.7,0
56.7,2.67,61.8,49.8,29.7,9.0,0
96.4,2.24,62.1,78.3,25.2,11.8,0
66.6,2.64,18.5,75.4,30.6,22.5,0
44.0,2.02,40.2,38.3,20.6,14.3,0
131.7,0.56,28.0,37.1,21.9,10.0,0
52.5,2.09,46.6,77.6,26.2,13.4,0
48.2,4.76,36.4,43.3,24.4,21.5,0
130.1,2.69,53.5,55.1,21.8,16.5,0
68.5,0.0,27.0,56.2,38.9,12.3,0
18.7,0.74,57.8,64.4,24.4,15.5,0
21.0,2.92,96.5,75.0,23.5,7.6,0
26.4,0.91,55.9,82.2,36.2,15.5,0
99.6,2.85,75.3,57.7,21.9,4.8,0
92.2,4.38,45.9,77.1,26.8,14.4,0
55.9,3.21,29.1,73.4,28.5,11.6,0
21.2,1.03,42.4,66.0,32.0,10.0,0
36.4,2.76,60.8,71.0,24.9,16.7,0
121.3,3.61,49.2,61.3,23.7,11.7,0
43.1,1.41,42.8,62.8,18.6,13.0,0
41.7,0.88,64.5,72.9,21.2,13.6,0
28.3,2.37,47.9,46.6,23.3,2.2,0
101.8,4.83,17.5,50.7,16.2,16.2,0
24.8,1.02,61.7,72.1,25.3,12.1,0
83.4,1.84,54.2,78.3,23.3,7.8,0
32.5,0.71,72.2,71.8,20.6,12.8,0
72.5,1.37,57.5,59.4,18.6,13.4,0
60.1,2.3,37.6,64.3,12.6,19.7,0
46.3,2.28,56.1,44.2,34.9,14.1,0
37.4,0.0,47.3,69.7,33.9,21.8,0
64.8,2.15,53.6,52.8,18.8,25.4,0
59.6,5.15,70.9,46.8,15.2,12.2,0
29.5,2.71,41.8,86.1,27.8,24.7,0
109.9,2.13,44.1,66.6,23.0,12.8,0
93.7,1.65,2.2,50.8,23.2,19.4,0
21.6,1.11,83.3,53.6,24.7,9.3,0
24.1,2.66,49.7,67.0,22.4,11.3,0
7.5,3.18,37.6,45.8,34.4,13.7,0
87.3,5.11,68.8,84.2,19.2,12.0,0
38.7,1.39,75.5,31.9,19.5,17.4,0
49.1,4.45,19.3,60.9,20.7,17.8,0
23.3,4.39,38.2,64.7,22.6,15.9,0
49.2,1.89,55.3,60.0,30.7,19.1,0
62.1,1.4,27.7,76.3,23.6,11.6,0
14.3,0.35,38.3,70.2,21.8,10.5,0
61.1,2.55,24.4,59.2,24.5,24.1,0
58.8,2.07,50.6,54.4,19.9,14.9,0
126.0,4.11,30.1,55.3,29.4,19.5,0
63.9,3.03,99.0,73.1,22.2,18.8,0
21.0,0.0,84.2,54.3,28.1,13.9,0
22.7,2.4,27.9,100.0,30.4,10.5,0
58.2,2.96,14.4,71.3,23.5,10.4,0
37.8,2.15,20.4,66.4,32.8,17.2,0
82.7,3.84,40.2,63.5,22.5,4.3,0
13.7,1.65,53.3,49.3,30.0,15.5,0
90.0,4.06,23.2,76.6,33.6,18.9,0
56.7,1.67,44.1,47.2,20.4,15.2,0
128.1,2.0,45.1,89.8,28.4,23.4,0
45.3,5.42,25.5,79.7,18.7,20.8,0
21.8,0.52,77.6,74.9,27.7,15.3,0
19.9,2.64,56.2,76.9,22.0,12.4,0
63.9,3.02,59.0,69.8,21.7,17.1,0
16.3,1.58,98.5,67.0,25.5,11.6,0
189.9,3.2,28.0,60.3,29.1,10.3,0
43.9,3.6,68.4,61.9,25.3,17.3,0
137.5,2.92,83.4,56.2,24.3,20.9,0
9.9,2.79,80.3,67.7,27.7,7.6,0
2.9,3.28,62.9,92.2,27.6,9.3,0
26.6,1.37,14.8,72.4,31.8,11.9,0
66.9,1.55,56.7,47.4,22.4,14.6,0
54.2,3.19,38.6,83.9,22.2,8.2,0
30.3,1.95,54.5,47.7,28.7,7.9,0
66.2,2.42,70.6,83.7,31.7,9.3,0
40.7,0.0,56.8,69.5,25.0,15.1,0
16.8,3.51,27.3,68.7,23.3,17.3,0
151.6,4.49,22.2,82.1,25.3,21.8,0
2.6,3.42,34.3,87.2,29.2,15.5,0
60.2,3.65,48.0,60.6,24.9,12.2,0
51.7,3.89,77.4,37.8,22.6,15.1,0
52.7,2.22,55.3,76.3,24.7,18.6,0
103.5,1.16,47.5,50.1,22.0,19.4,0
19.4,3.28,45.9,53.2,22.0,11.8,0
18.4,4.1,46.2,69.5,27.0,14.3,0
103.6,0.87,66.9,58.5,19.5,20.9,0
77.3,3.58,28.9,54.6,22.1,17.6,0
132.3,2.93,72.8,59.2,19.7,15.3,0
42.3,2.33,64.9,82.8,23.4,8.2,0
41.2,2.1,44.7,57.5,21.7,4.2,0
96.1,2.91,100.0,65.4,23.0,17.7,0
119.8,1.54,70.5,83.2,21.0,27.1,0
17.0,7.04,46.3,61.4,12.6,7.9,0
183.0,0.51,65.3,50.2,32.4,15.7,0
34.3,0.0,43.9,60.8,27.5,11.8,0
59.8,2.94,35.1,34.7,21.8,12.2,0
76.4,2.63,40.2,66.7,26.6,1.1,0
105.4,3.3,49.9,59.5,17.6,10.5,0
85.4,0.0,16.2,48.3,17.7,6.5,0
53.6,0.0,21.9,99.5,21.0,24.4,0
84.8,1.83,58.0,49.6,27.3,15.7,0
37.5,3.82,42.2,80.4,26.6,15.3,0
31.7,0.0,89.6,74.7,29.8,14.9,0
52.3,3.17,63.4,58.8,26.5,7.1,0
115.6,2.13,58.8,72.6,22.7,12.8,0
75.1,2.74,59.6,59.7,27.0,20.2,0
35.0,2.46,46.4,58.6,29.7,12.0,0
47.4,2.47,64.5,60.2,25.6,0.7,0
99.6,2.47,48.9,76.5,21.3,14.1,0
62.0,4.16,56.7,69.3,32.9,17.5,0
56.4,2.55,45.4,69.2,23.6,15.9,0
57.4,4.03,73.8,39.2,29.6,16.3,0
17.9,1.84,34.2,70.7,19.6,24.1,0
8.2,4.18,8.3,48.4,28.2,21.5,0
107.7,2.15,40.2,48.8,20.4,12.4,0
52.0,2.16,80.5,64.1,25.1,20.7,0
58.6,0.0,66.7,89.8,29.0,12.5,0
35.9,1.15,73.7,72.4,29.5,14.0,0
133.8,1.45,52.7,45.8,27.9,18.4,0
33.4,0.0,52.8,98.5,29.9,7.2,0
40.4,1.21,37.7,49.9,27.8,13.1,0
106.2,3.53,38.7,81.3,21.4,9.7,0
34.3,3.69,50.6,86.2,23.2,5.7,0
59.2,0.0,50.4,67.7,26.7,14.4,0
14.6,4.99,48.0,45.9,20.7,15.9,0
23.5,3.76,56.0,67.1,31.6,12.0,0
12.4,5.62,41.4,63.8,24.4,21.3,0
54.0,4.16,58.0,36.3,25.4,8.4,0
56.6,5.34,76.2,60.1,21.6,9.0,0
59.2,3.13,90.5,45.6,27.5,18.8,0
41.5,1.34,36.0,64.6,20.9,13.9,0
43.4,2.89,74.4,75.7,19.4,16.9,0
29.2,0.0,65.9,62.2,21.2,17.7,0
37.3,2.26,74.3,82.8,25.0,15.8,0
15.4,2.43,90.2,72.3,23.7,10.1,0
66.1,3.95,80.4,51.3,33.0,16.0,0
88.2,2.81,25.4,54.6,29.1,23.3,0
44.5,1.84,51.7,83.9,25.2,18.8,0
43.5,0.4,34.1,61.8,26.3,11.3,0
54.1,1.37,55.1,100.0,30.3,6.5,0
131.4,2.16,91.4,47.9,33.7,18.1,0
47.5,1.44,64.3,82.1,27.6,23.1,0
50.7,0.0,52.3,38.8,26.1,24.4,0
229.7,2.48,35.2,17.4,25.4,16.9,0
42.3,1.8,43.8,72.1,27.3,15.0,0
64.9,1.77,72.7,31.8,31.0,9.1,0
62.9,2.75,33.9,84.9,26.6,7.5,0
38.0,1.82,80.7,84.1,31.5,21.1,0
68.0,4.12,66.6,54.0,21.4,15.6,0
13.2,1.39,27.0,57.5,17.3,23.7,0
43.4,1.27,79.5,31.8,28.2,14.6,0
23.0,1.36,23.6,40.7,23.4,13.3,0
69.3,2.77,17.8,47.5,28.4,19.7,0
11.1,2.74,63.0,46.6,22.0,15.9,0
80.1,1.66,69.3,67.7,25.2,17.7,0
2.2,2.48,44.0,88.4,23.9,12.9,0
66.1,3.07,34.9,59.1,29.6,14.9,0
19.7,3.4,46.1,64.2,22.6,21.7,0
30.4,2.33,56.3,68.8,20.8,12.3,0
41.7,1.32,52.4,48.0,22.9,22.4,0
137.8,1.32,35.9,66.8,27.0,26.7,0
19.5,2.89,25.3,55.0,22.9,18.2,0
48.9,3.59,42.7,90.1,24.5,12.1,0
112.8,2.73,30.1,58.0,22.3,12.4,0
50.6,1.92,58.9,70.0,22.5,17.4,0
73.4,1.65,73.0,62.1,32.7,10.5,0
102.4,3.71,38.4,59.3,33.8,20.2,0
29.8,0.66,68.6,71.5,31.4,16.4,0
32.9,1.79,81.9,58.4,28.5,9.1,0
19.2,4.66,35.9,62.5,26.5,14.3,0
113.7,4.25,57.1,59.9,20.7,15.9,0
152.1,2.8,50.4,97.3,22.0,9.5,0
14.4,1.77,27.4,62.9,23.4,6.4,0
61.0,2.12,50.0,75.8,35.9,18.9,0
30.1,2.63,41.1,54.4,21.1,17.9,0
31.6,5.66,39.1,60.3,26.5,8.4,0
76.3,4.04,45.1,81.0,15.1,13.4,0
52.1,3.84,39.6,69.2,27.8,30.2,0
71.4,2.27,76.5,92.9,24.2,19.5,0
149.3,1.76,8.5,57.0,16.6,10.9,0
63.2,2.2,31.5,93.7,29.6,18.4,0
78.3,3.99,48.4,64.3,26.9,10.8,0
99.7,4.94,33.2,63.3,18.0,20.1,0
27.6,1.22,63.7,71.6,24.9,13.6,0
83.6,0.0,55.6,61.8,27.0,11.8,0
30.9,2.12,47.2,78.4,25.3,11.5,0
15.9,4.09,51.8,63.0,29.4,21.4,0
67.3,1.64,48.9,56.1,26.9,5.6,0
17.7,3.18,29.2,64.2,31.5,9.8,0
52.4,0.81,62.6,30.5,16.8,13.8,0
43.6,2.06,26.1,55.4,33.9,13.6,0
124.4,1.32,52.0,72.3,24.7,17.8,0
17.6,2.27,54.6,84.4,34.9,11.9,0
63.5,2.8,41.0,77.6,16.4,9.9,0
25.2,3.54,39.0,67.8,24.7,15.8,0
11.2,1.87,39.1,65.4,34.0,15.1,0
6.1,0.8,16.9,60.6,22.8,5.7,0
18.3,0.22,86.1,64.0,12.5,13.3,0
17.5,4.12,64.0,74.1,25.3,16.8,0
6.4,1.28,53.7,53.5,27.4,15.9,0
91.5,3.27,36.0,64.3,28.0,14.9,0
108.5,0.11,47.8,80.1,26.9,13.3,0
26.6,4.85,40.8,76.8,24.6,11.8,0
35.0,6.68,82.8,70.4,28.1,16.7,0
41.2,2.99,12.7,50.8,13.6,13.3,0
99.6,2.07,21.3,80.3,30.3,16.3,0
101.0,4.66,17.8,35.1,27.5,13.1,0
62.7,1.76,65.4,54.8,22.1,20.7,0
61.1,2.58,35.9,69.5,19.8,14.8,0
32.6,0.0,60.1,77.5,30.2,15.2,0
6.2,2.38,49.4,57.7,22.8,20.9,0
39.9,4.23,69.8,72.0,37.9,9.4,0
113.2,1.81,68.1,49.5,21.3,9.6,0
28.8,1.83,53.5,71.0,28.0,14.7,0
37.1,1.85,68.1,81.2,31.1,2.3,0
85.9,5.44,27.6,64.1,13.3,5.6,0
35.8,2.84,5.9,87.4,22.0,16.0,0
41.1,2.56,58.3,70.2,24.6,21.1,0
87.3,1.89,48.8,76.2,31.8,16.2,0
6.1,4.04,34.1,69.0,24.0,19.5,0
17.1,1.29,45.3,33.2,27.0,8.1,0
161.9,4.39,14.1,82.7,27.5,6.6,0
86.9,2.32,36.0,74.0,17.5,16.4,0
95.0,4.26,77.7,67.2,25.7,17.4,1
61.5,1.95,66.5,47.4,23.0,15.7,0
67.3,3.73,67.5,64.4,21.1,11.8,0
29.6,3.31,43.1,60.0,29.3,9.2,0
39.7,2.41,62.3,36.2,31.9,17.0,0
97.0,4.55,79.6,96.8,19.0,20.5,1
33.8,4.44,70.0,84.1,35.3,18.8,0
28.8,1.53,65.1,53.2,29.6,25.1,0
48.7,1.42,1.8,54.8,24.4,13.0,0
61.8,2.14,62.8,68.4,39.5,13.5,0
118.0,2.05,45.0,77.3,24.6,15.4,0
262.0,4.06,30.3,62.8,23.4,7.9,0
21.6,3.04,62.8,70.4,31.4,17.1,0
79.9,1.15,51.4,54.9,27.2,16.8,0
53.0,1.22,59.3,53.2,23.2,13.8,0
8.0,2.67,37.6,57.4,29.7,9.0,0
136.0,3.8,22.1,57.1,22.5,12.4,0
36.2,4.85,89.4,43.3,26.2,13.4,0
34.5,2.76,27.5,66.0,19.9,8.5,0
136.0,2.31,38.4,86.0,22.9,12.4,0
47.5,2.16,67.6,49.2,35.9,3.5,0
109.9,1.41,77.8,57.7,22.7,8.2,0
41.1,2.38,54.5,54.7,27.5,17.4,0
72.1,1.77,68.1,48.5,21.9,15.5,0
45.1,1.89,60.3,20.7,31.3,17.9,0
24.9,3.39,31.4,54.1,26.5,13.3,0
73.8,0.34,27.1,55.0,17.9,15.9,0
86.1,0.0,70.1,80.0,24.4,12.4,0
50.1,1.07,62.7,64.9,24.1,11.0,0
6.2,3.69,100.0,78.3,23.4,16.5,0
17.7,3.03,33.5,65.2,27.2,9.8,0
32.3,3.91,50.5,60.5,18.8,16.1,0
128.9,0.02,52.2,92.8,21.0,14.8,0
48.0,3.27,22.1,59.1,35.0,17.9,0
127.3,0.34,39.2,65.9,30.5,14.8,0
100.9,0.88,60.1,57.5,24.3,21.9,0
34.4,0.55,59.9,57.5,24.8,14.1,0
58.2,0.81,37.2,81.6,21.1,14.3,0
87.6,6.46,46.9,66.0,28.4,17.5,0
26.0,3.3,89.1,50.0,30.6,14.1,0
83.0,0.0,49.2,68.7,25.0,14.5,0
76.1,0.14,37.1,80.5,20.6,13.6,0
24.8,2.62,91.7,54.9,23.3,27.1,0
71.0,2.75,56.5,55.0,18.0,28.4,0
46.2,1.55,32.9,55.4,32.2,12.6,0
14.1,5.03,71.0,61.4,19.7,8.2,0
32.3,1.16,29.0,71.9,26.5,15.1,0
31.3,3.89,32.1,65.6,26.0,18.8,0
144.4,3.72,39.7,68.2,17.7,18.1,0
18.0,6.1,32.4,85.7,28.3,22.0,0
28.7,6.17,34.5,67.1,36.3,19.8,0
66.4,3.54,27.9,76.7,25.8,11.7,0
52.1,2.55,52.0,56.9,23.3,18.8,0
42.7,3.04,25.2,72.7,18.7,14.6,0
42.1,3.42,23.0,69.8,30.5,6.9,0
95.7,0.0,59.2,61.0,18.2,20.2,0
25.3,0.25,45.5,69.6,26.9,16.4,0
19.2,3.96,50.0,42.2,22.5,19.5,0
6.0,4.55,44.8,72.3,26.1,22.6,0
33.8,4.73,94.4,45.3,30.3,11.0,0
14.9,2.18,50.4,84.8,23.6,10.1,0
38.8,2.99,46.3,62.3,27.7,11.4,0
8.6,1.81,57.5,53.9,19.3,19.6,0
38.4,5.26,56.5,76.4,17.5,12.6,0
62.6,1.92,69.3,70.9,17.4,6.0,0
48.3,1.33,53.4,65.1,24.7,10.5,0
78.0,2.26,58.4,24.9,40.2,7.2,0
107.5,1.91,65.4,79.9,18.9,17.5,0
61.4,2.39,71.6,66.4,10.7,13.7,0
49.2,3.85,41.0,56.8,20.7,15.4,0
67.8,2.69,20.4,50.5,17.0,13.8,0
63.0,1.61,16.8,84.0,20.1,4.1,0
88.2,1.52,60.2,70.6,19.7,11.4,0
51.7,1.7,54.2,89.8,21.7,15.2,0
16.3,0.0,23.5,84.5,30.2,13.1,0
103.9,3.86,50.0,68.3,14.0,20.7,0
9.2,3.43,41.3,71.8,25.5,18.0,0
83.0,4.84,34.3,42.8,26.0,14.7,0
66.7,3.07,13.2,75.6,24.6,20.1,0
68.0,0.24,42.3,67.5,25.5,20.3,0
52.8,2.73,57.2,64.7,20.9,17.9,0
27.8,2.78,85.9,58.4,19.7,15.4,0
45.8,3.61,22.9,75.8,25.2,13.7,0
114.1,5.2,41.2,57.4,27.6,15.2,0
69.6,0.65,82.4,48.9,27.3,17.2,0
70.2,3.35,69.6,50.5,27.3,16.6,0
116.1,2.25,66.2,47.2,23.9,8.8,0
125.4,6.35,50.0,79.5,26.4,16.2,0
85.7,3.82,66.5,58.7,37.7,23.9,0
173.8,2.11,33.8,63.7,27.4,9.2,0
69.3,4.54,30.8,85.5,30.9,16.6,0
85.5,2.13,18.2,50.5,25.2,19.6,0
98.7,3.52,48.9,48.1,28.6,15.3,0
121.2,1.92,63.0,67.5,25.1,23.9,0
22.9,2.61,57.6,57.1,19.9,7.7,0
15.0,4.41,84.3,80.3,30.7,15.6,0
17.4,1.95,34.8,62.7,29.7,6.6,0
34.0,0.0,71.9,53.8,25.4,3.4,0
